CATEGORIE,AGGLOMÉRATION DE MONTRÉAL,Ville de Montréal,Arrondissement d'Ahuntsic-Cartierville,Arrondissement d'Anjou,Arrondissement de Côte-des-Neiges-Notre-Dame-de-Grâce,Arrondissement de Lachine,Arrondissement de LaSalle,Arrondissement du Plateau-Mont-Royal,Arrondissement du Sud-Ouest,Arrondissement de L'Île-Bizard-Sainte-Geneviève,Arrondissement de Mercier-Hochelaga-Maisonneuve,Arrondissement de Montréal-Nord,Arrondissement d'Outremont,Arrondissement de Pierrefonds-Roxboro,Arrondissement de Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement de Rosemont-La Petite-Patrie,Arrondissement de Saint-Laurent,Arrondissement de Saint-Léonard,Arrondissement de Verdun,Arrondissement de Ville-Marie,Arrondissement de Villeray-Saint-Michel-Parc-Extension,"Ville de Baie-D'Urfé","Ville de Beaconsfield","Ville de Côte-Saint-Luc","Ville de Dollard-Des Ormeaux","Ville de Dorval","Ville de Hampstead","Ville de Kirkland","Ville de Montréal-Est","Ville de Montréal-Ouest","Ville de Mont-Royal","Ville de Pointe-Claire","Ville de Sainte-Anne-de-Bellevue","Village de Senneville","Ville de Westmount"
Population totale en 2021,"2,004,265","1,762,949","135,336","43,243","170,583","46,428","82,235","105,813","84,553","18,885","140,627","88,471","24,629","70,382","107,941","141,813","102,104","79,495","70,377","104,944","145,090","3,764","19,277","34,504","48,403","19,302","7,037","19,413","4,394","5,115","20,953","33,488","5,027",951,"19,658"
